"id,""submitdate"",""lastpage"",""startlanguage"",""seed"",""startdate"",""datestamp"",""edad"",""sex"",""pais"",""tipouni"",""perfil"",""exed"",""area"",""acreedu"",""exin"",""acreinv"",""grupoinv"",""nart"",""autprin"",""njcr"",""envnohh[SQ001]"",""envnohh[SQ002]"",""envnohh[SQ005]"",""envnohh[SQ003]"",""envnohh[SQ004]"",""pubnohh"",""mot[SQ001]"",""mot[SQ002]"",""mot[SQ003]"",""mot[SQ004]"",""mot[SQ005]"",""mot[SQ006]"",""mot[SQ007]"",""mot[SQ008]"",""mot[SQ009]"",""mot[SQ010]"",""priorpub"",""util"",""pract[SQ001]"",""pract[SQ002]"",""pract[SQ003]"",""pract[SQ004]"",""pract[SQ005]"",""pract[SQ006]"",""pract[SQ007]"",""pract[SQ008]"",""pract[SQ009]"",""pract[SQ010]"",""pract[SQ011]"",""pract[SQ012]"",""pract[SQ013]"",""pract[SQ014]"",""pract[SQ015]"",""pract[SQ016]"",""pract[SQ017]"",""pract[SQ018]"",""pract[SQ019]"",""pract[SQ020]"",""pract[SQ021]"",""pract[SQ022]"",""pract[SQ023]"",""pract[SQ024]"",""pract[SQ025]"",""pract[SQ026]"",""pract[SQ027]"",""pract[SQ028]"",""malaspr[SQ001]"",""malaspr[SQ002]"",""malaspr[SQ003]"",""malaspr[SQ004]"",""malaspr[SQ005]"",""malaspr[SQ006]"",""malaspr[SQ007]"",""malaspr[SQ008]"",""malaspr[SQ009]"",""malaspr[SQ010]"",""malaspr[SQ011]"",""malaspr[SQ012]"",""malaspr[SQ013]"",""malaspr[SQ014]"",""malaspr[SQ015]"",""malaspr[SQ016]"",""malaspr[SQ017]"",""malaspr[SQ018]"",""malaspr[SQ019]"",""malaspr[SQ020]"",""malaspr[SQ021]"",""malaspr[SQ022]"",""malaspr[SQ023]"",""malaspr[SQ024]"",""malaspr[SQ025]"",""malaspr[SQ026]"",""malaspr[SQ027]"",""malaspr[SQ028]"",""otro"",""interviewtime"",""groupTime6820"",""edadTime"",""sexTime"",""paisTime"",""tipouniTime"",""perfilTime"",""exedTime"",""areaTime"",""acreeduTime"",""exinTime"",""acreinvTime"",""grupoinvTime"",""nartTime"",""autprinTime"",""njcrTime"",""groupTime7823"",""envnohhTime"",""pubnohhTime"",""motTime"",""priorpubTime"",""utilTime"",""practTime"",""malasprTime"",""otroTime""";
"1006,""2022-02-25 09:48:49"",""22"",""es"",""2068925361"",""2022-02-25 09:41:02"",""2022-02-25 09:48:49"",""47"",""0"",""A57"",""A1"",""A3"",""16"",""A11"",""1"",""18"",""1"",""1"",""21"",""7"",""6"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""A2"",""A1"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"","""",""476.24"","""",""7.05"",""2.73"",""8.77"",""5.98"",""9.11"",""9.01"",""8"",""5.19"",""7.51"",""4.87"",""4.24"",""34.8"",""40.24"",""10.02"","""",""10.86"",""8.71"",""24.75"",""23.79"",""7.02"",""131.37"",""107.65"",""4.57""";
"1007,""2022-02-25 16:31:42"",""22"",""es"",""1405566640"",""2022-02-25 15:14:26"",""2022-02-25 16:31:42"",""33"",""1"",""A139"",""A2"",""A4"",""4"",""A10"",""2"",""8"",""2"",""2"",""9"",""9"",""1"",""2"",""2"",""1"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""Muy agradecido por la consideración para llenar la encuesta. Encuentro muy pertinente este estudio, habida cuenta de que permite, en el caso personal, el descuido que tenemos para publicar mayores investigaciones en fuentes indexadas."",""4573.16"","""",""11.04"",""25.06"",""8.84"",""68.94"",""84.93"",""18.32"",""222.18"",""17.05"",""24.53"",""12.97"",""7.44"",""976.24"",""13.4"",""9.35"","""",""18.29"",""13.76"",""47.15"",""92.89"",""11.71"",""1372.3"",""1414.44"",""102.33""";
"1008,""2022-02-25 21:53:27"",""22"",""es"",""1439440100"",""2022-02-25 21:28:59"",""2022-02-25 21:53:27"",""50"",""1"",""A117"",""A1"",""A3"",""22"",""A10"",""1"",""20"",""1"",""1"",""15"",""13"",""2"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""A1"",""A2"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Interesante e importante investigación"",""1479.58"","""",""49.96"",""8.91"",""19.66"",""11.93"",""11.51"",""18.28"",""25.57"",""10.19"",""25.17"",""9.48"",""8.26"",""32.03"",""57.96"",""70.8"","""",""90.08"",""64.87"",""63.71"",""54.68"",""26.24"",""402.7"",""375.01"",""42.58""";
"1009,""2022-02-25 22:45:17"",""22"",""es"",""1057272472"",""2022-02-25 22:12:43"",""2022-02-25 22:45:17"",""55"",""1"",""A45"",""A1"",""A3"",""30"",""A24"",""1"",""20"",""1"",""1"",""290"",""202"",""165"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""El tópico investigado resulta de notoria y medular importancia, y mucho más en el contexto actual que está viviendo la humanidad, ya que sin la publicación, la ciencia está muerta, como bien dijo Gerald Piel, pero también en la investigación científica hay que ser honesto y transparente con uno mismo, porque lo que mal empieza, mal acaba (Eurípides), pero me uno a las sabias palabras del eminente científico e investigador astrofísico Carl Sagan, año 1977 .. la ausencia d epruebas, no es prueba de ausencia.., por lo que ahí el gran dilema y problema d ela ciencia muchas veces, y también retomo las palabras de T.H. Huxley,.. la gran tragedia de la ciencia, es el asesinato de un abella hipótesis por una fea realidad.., de modo que el investigador debe ser un rebelde permanente, rebelde hasta en el modo de interpretar los hechos, y desechar los caminos trillados, para no convertirse en un mero necio coleccionador de hechos, datros e información. "",""1964.69"","""",""23.58"",""14.6"",""20.61"",""13.38"",""25.3"",""27.13"",""55.51"",""21.09"",""20.86"",""15.78"",""13.87"",""23.72"",""21.91"",""24.52"","""",""81.57"",""38.15"",""56.69"",""58.31"",""21.07"",""221.28"",""236.93"",""928.83""";
"1010,""2022-02-28 05:18:14"",""22"",""es"",""2115263366"",""2022-02-28 05:05:39"",""2022-02-28 05:18:14"",""66"",""0"",""A39"",""A2"",""A3"",""30"",""A10"",""2"",""15"",""1"",""1"",""29"",""20"",""10"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""A2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""La encuesta obliga a responder todas las preguntas así uno no encuentre una que satisfaga la respuesta. Yo hago investigación social y de salud y además, mi prioridad es buscar el desarrollo y la participación de las comunidades. Este ítem no apareció por ninguna parte"",""768.08"","""",""13.48"",""6.51"",""12.86"",""16.27"",""14.85"",""33.37"",""46.37"",""12.94"",""15.49"",""15.66"",""8.19"",""11.53"",""22.45"",""26.82"","""",""32.48"",""13.42"",""71.67"",""22.92"",""9.94"",""87.5"",""169.44"",""103.92""";
"1011,""2022-02-28 09:28:32"",""22"",""es"",""392669339"",""2022-02-28 09:18:06"",""2022-02-28 09:28:32"",""27"",""1"",""A42"",""A1"",""A2"",""2"",""A10"",""1"",""5"",""1"",""1"",""30"",""26"",""25"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""A3"",""A2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""Me parece muy importante este tipo de iniciativas, pues se convierte en una oportunidad para abordar en las formas en cómo investigaciones, incluida la cultura académica y sus pautas establecidas. ¡Muchas gracias por tomarme en cuenta!"",""637.89"","""",""6.87"",""8.44"",""228.49"",""7.15"",""10.28"",""7.59"",""8.89"",""8.23"",""6.39"",""6.72"",""9.08"",""7.74"",""14.32"",""9.75"","""",""11.58"",""7.8"",""17.6"",""16.48"",""5.94"",""94.41"",""83.49"",""60.65""";
"1012,""2022-02-28 13:43:22"",""22"",""es"",""2043639159"",""2022-02-28 13:36:40"",""2022-02-28 13:43:22"",""41"",""0"",""A36"",""A1"",""A3"",""10"",""A10"",""2"",""5"",""2"",""1"",""10"",""5"",""4"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""A3"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"","""",""412.82"","""",""7.41"",""5.52"",""10.58"",""6.34"",""9.52"",""21.91"",""10.29"",""9.78"",""10"",""6.25"",""7.17"",""10.32"",""7.64"",""8.91"","""",""16.24"",""11.41"",""35.48"",""16.48"",""11.61"",""110.81"",""73.62"",""5.53""";
"1013,""2022-02-28 16:22:54"",""22"",""es"",""751452258"",""2022-02-28 16:04:21"",""2022-02-28 16:22:54"",""37"",""1"",""A36"",""A1"",""A3"",""10"",""A6"",""2"",""7"",""2"",""1"",""50"",""5"",""27"",""2"",""1"",""2"",""2"",""2"",""A2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""A1"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""1122.81"","""",""8.48"",""3.94"",""7.36"",""7.62"",""10.88"",""10.82"",""11.96"",""10.15"",""8.04"",""6.21"",""7.06"",""8.37"",""7.68"",""10.55"","""",""37.88"",""115.39"",""78.11"",""12.51"",""11.12"",""637.28"",""106.99"",""4.41""";
"1014,""2022-02-28 17:17:02"",""22"",""es"",""854152939"",""2022-02-28 16:56:39"",""2022-02-28 17:17:02"",""43"",""0"",""A45"",""A1"",""A3"",""12"",""A18"",""1"",""20"",""1"",""1"",""26"",""4"",""19"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Gracias por incluirme en su estudio. Saludos cordiales. "",""1232.5"","""",""10.13"",""7.33"",""16.77"",""10.94"",""14.07"",""87.17"",""71.41"",""14.16"",""15.55"",""7.24"",""7.74"",""42.02"",""47.71"",""76.13"","""",""44.91"",""27.08"",""96.97"",""34.65"",""18.76"",""228.1"",""322.64"",""31.02""";
"1015,""2022-02-28 20:36:14"",""22"",""es"",""229124868"",""2022-02-28 20:25:44"",""2022-02-28 20:36:14"",""65"",""0"",""A36"",""A1"",""A2"",""30"",""A19"",""1"",""27"",""1"",""1"",""150"",""140"",""25"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""A1"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"","""",""641.95"","""",""11.02"",""7.88"",""15.54"",""9.48"",""15.9"",""21.28"",""29.99"",""20.82"",""36.22"",""8.48"",""8.08"",""11.96"",""14.37"",""16.05"","""",""30.31"",""17.7"",""37.64"",""45.81"",""13.75"",""134.93"",""122.75"",""11.99""";
"1016,""2022-03-01 17:26:32"",""22"",""es"",""1922443423"",""2022-03-01 17:03:15"",""2022-03-01 17:26:32"",""48"",""0"",""A36"",""A1"",""A3"",""11"",""A10"",""1"",""21"",""2"",""2"",""14"",""13"",""8"",""2"",""2"",""2"",""2"",""1"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""A2"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""Del total de practicas indicadas, he visto que muchas de ellas se realizan por academicos e investigadores y finalmente veo que se ha perdido el sentido de las publicaciones por el afan y necesidad de publicar en revistas indexadas.  Muchas veces ya no importa el tema de publicación (aporte), si es resultado de un trabajo de investigación o no y si es de calidad (aqui se desarrollan muchas de estas acciones) solo por cumplir con lo solicitado en un revista.  Sin embargo, las universidades y los fondos de investigación a los que nos vemos obligados a postular permanentemente nos llevan atener en foco estas revistas.   Claramente es parte del modelo neoliberal imperante.   "",""1406.12"","""",""187.04"",""8.24"",""17.67"",""9.24"",""13.8"",""14.29"",""32.26"",""9.64"",""24.71"",""20.3"",""20.16"",""48.94"",""30.06"",""63.77"","""",""38.29"",""37.16"",""43.18"",""45.63"",""20.99"",""298.12"",""189.01"",""233.62""";
"1018,""2022-03-02 10:31:31"",""22"",""es"",""216872090"",""2022-03-02 10:22:55"",""2022-03-02 10:31:31"",""46"",""1"",""A58"",""A2"",""A2"",""0"",""A20"",""2"",""9"",""1"",""1"",""13"",""5"",""12"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""1"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""A2"",""A1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"","""",""527.12"","""",""7.46"",""6.15"",""14.39"",""5.39"",""8.89"",""10.22"",""16.41"",""9.38"",""14.97"",""10.91"",""5.83"",""6.52"",""34.37"",""7.91"","""",""16.13"",""9.42"",""47.22"",""17.42"",""7.92"",""139.08"",""123.8"",""7.33""";
"1019,""2022-03-02 10:39:55"",""22"",""es"",""523516979"",""2022-03-02 10:30:36"",""2022-03-02 10:39:55"",""60"",""0"",""A57"",""A1"",""A2"",""0"",""A4"",""2"",""33"",""1"",""1"",""200"",""30"",""189"",""2"",""1"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""1"","""",""569.26"","""",""7.2"",""7.14"",""9.15"",""4.66"",""6.26"",""10.44"",""64.19"",""7.69"",""13.08"",""5.17"",""10.55"",""8.67"",""18.52"",""9.74"","""",""34.82"",""10.65"",""49.38"",""23.62"",""15.57"",""119.58"",""127.93"",""5.25""";
"1020,""2022-03-02 10:42:50"",""22"",""es"",""1948933598"",""2022-03-02 10:32:19"",""2022-03-02 10:42:50"",""41"",""0"",""A133"",""A1"",""A3"",""3"",""A5"",""2"",""9"",""1"",""1"",""45"",""11"",""41"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""1"",""1"","""",""592.62"","""",""7.42"",""5.5"",""11.78"",""7.08"",""7.28"",""13.61"",""15.76"",""6.73"",""12.29"",""7.09"",""4.7"",""62.41"",""46.39"",""9.57"","""",""12.86"",""9.98"",""15.06"",""11.42"",""6.97"",""119.82"",""159.11"",""39.79""";
"1021,""2022-03-02 10:40:58"",""22"",""es"",""12651488"",""2022-03-02 10:33:15"",""2022-03-02 10:40:58"",""57"",""1"",""A57"",""A1"",""A2"",""2"",""A4"",""2"",""33"",""1"",""1"",""115"",""24"",""115"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""A5"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""1"","""",""465.48"","""",""6.41"",""3.05"",""11"",""4.04"",""8.28"",""12.09"",""9.73"",""6.67"",""18.66"",""4.95"",""5.23"",""6.29"",""27.15"",""9.08"","""",""14.84"",""9"",""36.92"",""19.04"",""7.9"",""119.27"",""116.9"",""8.98""";
"1022,""2022-03-02 10:42:55"",""22"",""es"",""2146312208"",""2022-03-02 10:34:25"",""2022-03-02 10:42:55"",""34"",""0"",""A57"",""A1"",""A1"",""4"",""A16"",""1"",""8"",""1"",""1"",""23"",""16"",""23"",""2"",""2"",""2"",""2"",""1"",""A3"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""A2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""520.14"","""",""6.4"",""4.72"",""10.2"",""7.1"",""6.35"",""17.5"",""16.52"",""6.75"",""24.67"",""6.38"",""4.86"",""9.03"",""47.32"",""9.27"","""",""21.67"",""12"",""32.84"",""42.56"",""11.26"",""137.59"",""77.5"",""7.65""";
"1023,""2022-03-02 10:47:17"",""22"",""es"",""1896032339"",""2022-03-02 10:35:24"",""2022-03-02 10:47:17"",""36"",""0"",""A36"",""A1"",""A2"",""0"",""A16"",""2"",""5"",""1"",""1"",""3"",""3"",""3"",""2"",""2"",""1"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""1"",""1"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"","""",""717.74"","""",""10.63"",""4.85"",""13.69"",""7.91"",""13.21"",""14.58"",""24.66"",""11.28"",""12.82"",""8.14"",""3.99"",""8.05"",""8.51"",""10.67"","""",""39.87"",""33.18"",""69.45"",""63.3"",""18.49"",""188.6"",""139.14"",""12.72""";
"1024,""2022-03-02 10:52:31"",""22"",""es"",""1689721398"",""2022-03-02 10:36:20"",""2022-03-02 10:52:31"",""50"",""0"",""A57"",""A1"",""A3"",""15"",""A25"",""1"",""15"",""1"",""1"",""50"",""27"",""12"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""1"",""1"",""A3"",""A1"",""2"",""1"",""2"",""1"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""982.15"","""",""7.85"",""5.4"",""15.33"",""6.93"",""14.06"",""23.31"",""10.13"",""5.48"",""10.82"",""5.66"",""12.05"",""82.89"",""82.49"",""265.59"","""",""30.97"",""9.44"",""67.01"",""45.1"",""13.62"",""162.35"",""101.7"",""3.97""";
"1025,""2022-03-02 10:53:42"",""22"",""es"",""1242960485"",""2022-03-02 10:38:48"",""2022-03-02 10:53:42"",""66"",""0"",""A117"",""A1"",""A3"",""30"",""A3"",""2"",""30"",""1"",""1"",""50"",""20"",""40"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""A2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""mucho éxito "",""905.27"","""",""16.25"",""7.88"",""38.36"",""10.35"",""17.84"",""16.27"",""33.13"",""15.88"",""27.83"",""11.54"",""15.69"",""24.47"",""39.41"",""21.66"","""",""19.33"",""16.12"",""42.38"",""56.8"",""12.94"",""342.13"",""97.11"",""21.9""";
"1026,""2022-03-02 10:54:32"",""22"",""es"",""807882142"",""2022-03-02 10:41:09"",""2022-03-02 10:54:32"",""55"",""0"",""A57"",""A1"",""A2"",""0"",""A4"",""2"",""32"",""1"",""1"",""152"",""25"",""152"",""1"",""2"",""2"",""2"",""1"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""A3"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"","""",""813.22"","""",""7.48"",""5.65"",""193.92"",""9.02"",""8.1"",""11.84"",""8.57"",""9.54"",""13.12"",""8.18"",""5.25"",""9.09"",""38.69"",""9.69"","""",""36.51"",""15.15"",""38.66"",""35.64"",""21.35"",""232.32"",""85.79"",""9.66""";
